6496000,11.319673,77.011257,0.69,3,1.97
6498000,11.319664,77.011249,1.69,3,1.97
6500000,11.319678,77.011244,0.78,3,1.97
6502000,11.319694,77.011263,3.13,3,1.97
6504000,11.319702,77.011256,1.96,3,1.97
6506000,11.319713,77.011278,4.20,3,1.97
6508000,11.319712,77.011277,2.17,3,1.97
6510000,11.319697,77.011270,2.67,3,1.97
6512000,11.319716,77.011279,2.85,4,1.97
6514000,11.319669,77.011242,6.43,3,1.97
6516000,11.319656,77.011302,7.95,4,3.02
6518000,11.319672,77.011251,11.67,3,4.95
6520000,11.319677,77.011226,16.85,0,99.99
6522000,11.319677,77.011226,16.85,0,99.99
6524000,11.319677,77.011226,16.85,0,99.99
6526000,11.319677,77.011226,16.85,0,99.99
6528000,11.319677,77.011226,16.85,0,99.99
6530000,11.319677,77.011226,16.85,0,99.99
6532000,11.319677,77.011226,16.85,0,99.99
6534000,11.319677,77.011226,16.85,4,18.41
6536000,11.319402,77.010875,6.19,3,18.35
6538000,11.319332,77.010820,11.04,3,18.29
6540000,11.319284,77.010755,10.35,3,18.23
6542000,11.319251,77.010646,13.59,3,18.17
6544000,11.319126,77.010521,17.39,4,18.10
6546000,11.319126,77.010521,17.39,0,99.99
6548000,11.319126,77.010521,17.39,0,99.99
6550000,11.319098,77.010312,21.76,0,99.99
6552000,11.319098,77.010312,21.76,0,99.99
6554000,11.319098,77.010312,21.76,0,99.99
6556000,11.319098,77.010312,21.76,0,99.99
6558000,11.319098,77.010312,21.76,0,99.99
6560000,11.319098,77.010312,21.76,0,99.99
6562000,11.319098,77.010312,21.76,0,99.99
6564000,11.319098,77.010312,21.76,0,99.99
6566000,11.319098,77.010312,21.76,0,99.99
6568000,11.319098,77.010312,21.76,0,99.99
6570000,11.319098,77.010312,21.76,0,99.99
6572000,11.319098,77.010312,21.76,0,99.99
6574000,11.319098,77.010312,21.76,0,99.99
6576000,11.319098,77.010312,21.76,0,99.99
6578000,11.319098,77.010312,21.76,0,99.99
6580000,11.319098,77.010312,21.76,0,99.99
6582000,11.319098,77.010312,21.76,0,99.99
6584000,11.319098,77.010312,21.76,0,99.99
6586000,11.319098,77.010312,21.76,0,99.99
6588000,11.319098,77.010312,21.76,0,99.99
6590000,11.319098,77.010312,21.76,0,99.99
6592000,11.319098,77.010312,21.76,0,99.99
6594000,11.319098,77.010312,21.76,0,99.99
6596000,11.319098,77.010312,21.76,0,99.99
6598000,11.319098,77.010312,21.76,0,99.99
6600000,11.319098,77.010312,21.76,0,99.99
6602000,11.319098,77.010312,21.76,0,99.99
6604000,11.319098,77.010312,21.76,0,99.99
6606000,11.319228,77.010984,4.96,3,1.82
6608000,11.319249,77.010945,2.91,3,1.82
6610000,11.319247,77.010933,0.54,3,1.82
6612000,11.319380,77.011046,0.28,4,1.82
6614000,11.319569,77.011223,2.43,6,2.93
6616000,11.319605,77.011235,1.33,5,2.93
6618000,11.319583,77.011246,1.56,3,1.96
6620000,11.319596,77.011295,1.19,4,2.93
6622000,11.319590,77.011316,1.20,4,2.93
6624000,11.319601,77.011325,1.02,4,2.92
6626000,11.319602,77.011325,1.09,5,2.92
6628000,11.319598,77.011323,0.46,5,2.92
6630000,11.319609,77.011314,0.81,4,2.92
6632000,11.319616,77.011312,3.00,4,2.92
6634000,11.319626,77.011302,2.94,5,2.92
6636000,11.319631,77.011296,1.48,5,2.91
6638000,11.319649,77.011286,0.78,5,1.51
6640000,11.319647,77.011274,0.91,5,1.51
6642000,11.319666,77.011265,1.67,5,1.51
6644000,11.319675,77.011259,1.30,6,1.51
6646000,11.319684,77.011257,1.48,5,1.51
6648000,11.319687,77.011242,1.33,5,1.51
6650000,11.319694,77.011236,1.35,5,1.51
6652000,11.319701,77.011235,1.39,6,1.51
6654000,11.319702,77.011234,1.46,7,1.51
6656000,11.319702,77.011209,2.24,4,2.90
6658000,11.319704,77.011203,1.44,4,2.90
6660000,11.319699,77.011190,2.70,5,2.89
6662000,11.319705,77.011190,1.28,5,2.89
6664000,11.319714,77.011188,1.37,5,2.89
6666000,11.319716,77.011186,1.33,5,2.89
6668000,11.319717,77.011194,1.41,4,2.89
6670000,11.319710,77.011190,1.94,4,2.89
6672000,11.319649,77.011271,0.43,4,1.80
6674000,11.319655,77.011258,1.17,3,1.80
6676000,11.319657,77.011247,0.15,3,1.80
6678000,11.319658,77.011237,0.94,3,1.80
6680000,11.319664,77.011231,0.28,3,1.80
6682000,11.319675,77.011232,1.39,3,1.80
6684000,11.319685,77.011235,1.70,3,1.80
6686000,11.319689,77.011233,0.87,3,1.80
6688000,11.319693,77.011230,0.35,6,1.80
6690000,11.319693,77.011226,0.69,6,1.80
6692000,11.319686,77.011222,1.07,6,1.49
6694000,11.319686,77.011225,0.91,6,1.49
6696000,11.319691,77.011230,0.19,5,2.77
6698000,11.319695,77.011235,1.11,5,2.77
6700000,11.319690,77.011231,0.76,4,2.86
6702000,11.319702,77.011241,1.28,5,2.77
6704000,11.319697,77.011238,1.15,4,2.86
6706000,11.319701,77.011242,0.22,4,2.86
6708000,11.319700,77.011242,0.20,5,2.85
6710000,11.319702,77.011244,0.48,5,2.85
6712000,11.319710,77.011251,1.67,5,2.85
6714000,11.319702,77.011249,0.11,5,1.52
6716000,11.319697,77.011249,1.44,5,1.52
6718000,11.319691,77.011247,0.17,5,1.52
6720000,11.319678,77.011240,0.56,6,1.52
6722000,11.319672,77.011237,0.69,4,2.84
6724000,11.319666,77.011234,0.61,5,1.52
6726000,11.319665,77.011236,0.65,5,1.52
6728000,11.319665,77.011241,0.76,6,1.12
6730000,11.319651,77.011235,0.09,6,1.12
6732000,11.319641,77.011234,1.24,6,1.12
6734000,11.319633,77.011232,0.80,5,1.20
6736000,11.319636,77.011237,1.02,5,1.20
6738000,11.319636,77.011239,0.44,5,1.20
6740000,11.319638,77.011244,0.30,6,1.20
6742000,11.319633,77.011243,0.13,6,1.20
6744000,11.319641,77.011253,1.00,5,1.20
6746000,11.319640,77.011257,0.98,5,1.20
6748000,11.319644,77.011264,0.91,5,2.82
6750000,11.319637,77.011258,1.26,5,2.82
6752000,11.319637,77.011259,0.81,4,2.82
6754000,11.319639,77.011262,1.04,4,2.82
6756000,11.319640,77.011263,0.93,4,2.81
6758000,11.319641,77.011266,0.65,4,2.81
6760000,11.319644,77.011270,1.30,4,2.81
6762000,11.319640,77.011268,0.19,4,2.81
6764000,11.319640,77.011268,0.19,4,2.81
6766000,11.319636,77.011266,0.74,4,2.81
6768000,11.319630,77.011262,0.74,4,2.80
6770000,11.319635,77.011266,1.00,4,2.80
6772000,11.319634,77.011266,0.44,5,2.80
6774000,11.319639,77.011269,1.06,5,2.80
6776000,11.319647,77.011274,0.83,5,1.52
6778000,11.319653,77.011278,2.26,5,1.52
6780000,11.319654,77.011280,1.31,5,1.52
6782000,11.319654,77.011279,1.06,5,1.52
6784000,11.319651,77.011278,0.28,5,1.53
6786000,11.319650,77.011278,0.83,5,1.53
6788000,11.319648,77.011276,0.15,5,1.53
